,Start Close,End Close,% Change,Max Close,Max Date,Min Close,Min Date,Avg Close
NVDA,178.42999267578125,182.16000366210938,2.0904618838973974,192.57000732421875,2025-10-09,176.97000122070312,2025-09-24,183.40565291694972
AMD,160.89999389648438,234.99000549316406,46.0472432611438,240.55999755859375,2025-10-20,159.4600067138672,2025-09-26,202.05217311693275
INTC,29.34000015258789,38.15999984741211,30.061348496776553,38.15999984741211,2025-10-23,29.34000015258789,2025-09-23,36.028695396755055
AVGO,338.94000244140625,344.2900085449219,1.578452252604943,356.70001220703125,2025-10-13,324.6300048828125,2025-10-10,340.6873898713485
