Date,Open,High,Low,Close,Adj Close,Volume
2025-09-23 00:00:00-04:00,270.7900085449219,272.1300048828125,267.9100036621094,269.510009765625,269.510009765625,6068300
2025-09-24 00:00:00-04:00,268.739990234375,269.760009765625,265.6099853515625,269.1000061035156,269.1000061035156,7825500
2025-09-25 00:00:00-04:00,264.5799865722656,268.94000244140625,261.79998779296875,268.239990234375,268.239990234375,11157800
2025-09-26 00:00:00-04:00,268.5299987792969,269.4200134277344,265.739990234375,268.8299865722656,268.8299865722656,7244300
2025-09-29 00:00:00-04:00,271.7200012207031,272.79998779296875,268.8699951171875,268.92999267578125,268.92999267578125,5954900
2025-09-30 00:00:00-04:00,268.8500061035156,271.45001220703125,267.760009765625,271.1199951171875,271.1199951171875,7091800
2025-10-01 00:00:00-04:00,269.3800048828125,276.70001220703125,268.8800048828125,276.3399963378906,276.3399963378906,9339600
2025-10-02 00:00:00-04:00,281.5,282.5400085449219,279.6099853515625,281.69000244140625,281.69000244140625,7250000
2025-10-03 00:00:00-04:00,282.95001220703125,284.3399963378906,278.4800109863281,279.9599914550781,279.9599914550781,8629100
2025-10-06 00:00:00-04:00,290.989990234375,292.510009765625,288.3500061035156,288.3599853515625,288.3599853515625,11275000
2025-10-07 00:00:00-04:00,290.9800109863281,291.4800109863281,281.5299987792969,281.9100036621094,281.9100036621094,9952000
2025-10-08 00:00:00-04:00,282.0,291.8599853515625,281.4800109863281,291.5400085449219,291.5400085449219,9301700
2025-10-09 00:00:00-04:00,291.0799865722656,291.6099853515625,287.4700012207031,290.19000244140625,290.19000244140625,7603500
2025-10-10 00:00:00-04:00,290.82000732421875,291.6300048828125,271.4599914550781,271.989990234375,271.989990234375,26691200
2025-10-13 00:00:00-04:00,282.7799987792969,285.95001220703125,280.3399963378906,284.8699951171875,284.8699951171875,8703400
2025-10-14 00:00:00-04:00,278.5,284.7699890136719,277.3599853515625,279.0299987792969,279.0299987792969,8476000
2025-10-15 00:00:00-04:00,286.25,288.0199890136719,281.8399963378906,287.6400146484375,287.6400146484375,7595200
2025-10-16 00:00:00-04:00,291.0799865722656,292.260009765625,285.94000244140625,288.9800109863281,288.9800109863281,7410400
2025-10-17 00:00:00-04:00,286.8900146484375,289.6400146484375,283.7200012207031,288.1700134277344,288.1700134277344,6261500
2025-10-20 00:00:00-04:00,290.6099853515625,295.0,290.5,292.9700012207031,292.9700012207031,5832300
2025-10-21 00:00:00-04:00,292.5,292.70001220703125,289.2200012207031,291.3299865722656,291.3299865722656,3965200
2025-10-22 00:00:00-04:00,288.1099853515625,289.8299865722656,278.4599914550781,284.1300048828125,284.1300048828125,7875300
